,price,size,distance,has360,province,bathrooms,rooms,municipality,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,exterior_False,exterior_True,showAddress_False,showAddress_True,hasVideo_False,hasVideo_True,hasVideo_unknown,status_good,status_newdevelopment,status_renew,status_unknown,floor_1,floor_14,floor_2,floor_3,floor_4,floor_5,floor_6,floor_7,floor_8,floor_bj,floor_en,floor_ss,floor_st,floor_unknown,hasLift_False,hasLift_True,hasLift_unknown
22,650.0,-0.2161229465468406,-1.0735938891382508,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.5723006844333899,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,650.0,3.8450912838784252,1.3147530514725156,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.09962447083966598,-0.6990175315106741,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
24,700.0,1.0356211655705359,1.3639696882491923,-0.4577722227031663,0.41925269158677103,-2.1529164782610577,0.09962447083966598,-0.9410476541838466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,695.0,-0.7724536630434524,-1.177996507251152,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,675.0,-0.7724536630434524,0.11850858407504443,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,-0.48621673626244993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,650.0,0.896538486446383,1.1756307762275529,-0.4577722227031663,0.04769215174753038,0.4667816309805259,-0.16643878352701216,-0.4456929894235149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,750.0,-0.6333709839192995,-1.253770636149897,-0.4577722227031663,0.41925269158677103,0.4667816309805259,1.6137331026220896,1.0366193116610722,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,750.0,0.8687219506215523,1.332843820188695,-0.4577722227031663,0.41925269158677103,-2.1529164782610577,0.09962447083966598,-0.9410476541838466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,680.0,-0.8280867346931136,-1.1585047699138542,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,750.0,-0.4664717689703159,-0.5917215951527428,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,750.0,-0.2161229465468406,-0.01793357728603991,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,-0.06479609426392376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,750.0,-1.1897017004159112,-1.2838610056643505,-0.4577722227031663,0.41925269158677103,0.4667816309805259,1.6137331026220896,1.0366193116610722,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,750.0,-0.7724536630434524,-1.1951736007796456,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,750.0,0.6183731281980771,1.8208072820921086,-0.4577722227031663,0.04769215174753038,0.4667816309805259,0.5723006844333899,-0.40732699199713013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,750.0,1.4420207539713112,0.7243531192445282,-1.184851141645131,-2.5064568420377675,-2.1529164782610577,0.09962447083966598,-0.42982082938324584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,650.0,-0.16048987489717945,-0.8387184542238129,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.5723006844333899,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,750.0,-1.0506190212917583,-1.2593745106343701,-0.4577722227031663,0.41925269158677103,0.4667816309805259,1.6137331026220896,1.0366193116610722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,750.0,-0.800270198868283,-1.19231075185823,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,700.0,-0.16048987489717945,-0.7990649510782477,1.9762572622868206,0.41925269158677103,0.4667816309805259,0.5723006844333899,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,747.0,0.7852723431470606,0.304593763967059,-0.4577722227031663,0.41925269158677103,-2.1529164782610577,0.09962447083966598,-0.41841188489105025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,730.0,0.8409054147967218,0.8162518690711252,-0.4577722227031663,-2.5064568420377675,-2.1529164782610577,0.09962447083966598,-0.8903677665375757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,640.0,-0.9115363421676054,-0.8702097923593846,-0.4577722227031663,0.41925269158677103,0.4667816309805259,1.6137331026220896,1.0366193116610722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,530.0,-0.4942883047951465,0.8900768242361405,-0.4577722227031663,-2.5064568420377675,0.4667816309805259,0.5723006844333899,-2.1158630837915844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,750.0,-1.0506190212917583,-1.1864023189778616,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
46,750.0,0.06204241170146528,0.4320209968096431,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.5723006844333899,0.2871458377087898,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,625.0,-0.4386552331454853,1.1472459337301129,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.5723006844333899,-0.9584655244779209,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,700.0,-0.7724536630434524,-1.2291623177615587,-0.4577722227031663,0.41925269158677103,0.4667816309805259,1.6137331026220896,1.0366193116610722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,750.0,-0.7724536630434524,-1.16910340209101,-0.4577722227031663,0.41925269158677103,0.4667816309805259,1.6137331026220896,1.0366193116610722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
50,650.0,-0.9115363421676054,-1.248044938307066,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,720.0,0.06204241170146528,0.4561420217645491,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.09962447083966598,0.2871458377087898,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,650.0,0.06204241170146528,0.8525552298618424,-0.4577722227031663,-2.5064568420377675,0.4667816309805259,0.5723006844333899,-0.7964500476980478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,699.0,-0.4386552331454853,-0.8843413019289255,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,650.0,0.06204241170146528,0.8982999009253131,-0.4577722227031663,-2.5064568420377675,0.4667816309805259,0.5723006844333899,-0.7964500476980478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,750.0,-0.07704026742268767,-0.5195412553255621,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.5723006844333899,-0.8568481104400829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
56,695.0,-0.07704026742268767,-0.4694109433611993,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.5723006844333899,-0.20264879932344934,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
57,750.0,0.28457469830011,-0.11520952893499156,-0.4577722227031663,0.41925269158677103,-2.1529164782610577,0.5723006844333899,-0.30861184641420736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
58,620.0,-0.2161229465468406,-0.8301908191387452,-0.4577722227031663,0.41925269158677103,0.4667816309805259,0.5723006844333899,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
59,500.0,-1.1062520929414195,-1.2694858493780934,-0.4577722227031663,0.41925269158677103,0.4667816309805259,1.6137331026220896,1.0366193116610722,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,550.0,-0.8280867346931136,-0.6500749838062779,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,-0.8568481104400829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
61,750.0,-0.6055544480944689,-1.2264212921985012,-0.4577722227031663,0.41925269158677103,0.4667816309805259,-1.3652515806827943,1.0366193116610722,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62,680.0,-0.35520562567099356,-1.0058601018911413,-0.4577722227031663,0.41925269158677103,0.4667816309805259,1.6137331026220896,1.0366193116610722,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
