,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,province,municipality,showAddress,distance,hasVideo,status,newDevelopment,hasPlan,has3DTour,has360,floor,hasLift,hasParkingSpace,isParkingSpaceIncludedInPrice
20,16,700.0,flat,35.0,False,1,1,Madrid,Madrid,False,1894,False,good,False,False,False,False,1,False,unknown,unknown
21,15,700.0,flat,43.0,True,1,1,Madrid,Madrid,False,4442,True,good,False,False,False,False,2,True,unknown,unknown
22,7,650.0,flat,60.0,True,2,1,Madrid,Madrid,True,3985,False,good,False,False,False,False,1,False,unknown,unknown
23,15,650.0,chalet,206.0,False,3,1,Madrid,Aldea del Fresno,False,43195,False,good,False,False,False,False,unknown,unknown,unknown,unknown
24,12,700.0,flat,105.0,True,3,2,Madrid,Aranjuez,False,44003,False,good,False,False,False,False,bj,False,unknown,unknown
25,9,695.0,flat,40.0,False,1,1,Madrid,Madrid,False,2271,False,good,False,True,False,False,4,True,unknown,unknown
26,13,675.0,flat,40.0,True,1,1,Madrid,Villanueva del Pardillo,False,23556,False,good,False,False,False,False,bj,False,True,True
27,12,650.0,flat,100.0,True,4,1,Guadalajara,Azuqueca de Henares,False,40911,False,good,False,False,False,False,3,False,unknown,unknown
28,36,500.0,flat,115.0,True,3,2,Segovia,El Espinar,False,54442,False,good,False,False,False,False,2,False,unknown,unknown
29,30,750.0,studio,45.0,False,0,1,Madrid,Madrid,False,1027,True,good,False,False,False,False,bj,True,unknown,unknown
30,20,750.0,flat,99.0,True,3,2,Madrid,Aranjuez,False,43492,False,good,False,False,False,False,1,True,unknown,unknown
31,29,680.0,flat,38.0,False,1,1,Madrid,Madrid,True,2591,False,good,False,False,False,False,1,True,unknown,unknown
32,24,750.0,flat,51.0,True,1,1,Madrid,Madrid,False,11896,False,good,False,False,False,False,1,True,True,True
33,12,750.0,penthouse,60.0,True,1,1,Madrid,Las Rozas de Madrid,False,21316,False,good,False,False,False,False,2,False,unknown,unknown
34,13,750.0,studio,25.0,False,0,1,Madrid,Madrid,False,533,False,good,False,False,False,False,4,True,unknown,unknown
35,7,750.0,flat,40.0,False,1,1,Madrid,Madrid,False,1989,False,good,False,False,False,False,1,False,unknown,unknown
36,15,750.0,flat,90.0,True,2,1,Guadalajara,Guadalajara,False,51503,False,good,False,False,False,False,1,False,unknown,unknown
37,11,750.0,flat,95.0,True,3,2,Toledo,Illescas,True,34444,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
38,13,650.0,flat,62.0,True,2,1,Madrid,Madrid,False,7841,False,good,False,True,False,False,1,False,unknown,unknown
39,15,750.0,studio,30.0,True,0,1,Madrid,Madrid,False,935,True,good,False,False,False,False,3,False,unknown,unknown
40,24,750.0,flat,39.0,False,1,1,Madrid,Madrid,False,2036,False,good,False,True,False,False,5,False,unknown,unknown
41,21,700.0,flat,62.0,True,2,1,Madrid,Madrid,False,8492,True,good,False,True,False,True,3,False,unknown,unknown
42,17,747.0,flat,96.0,True,3,2,Madrid,Navalcarnero,False,26611,False,good,False,True,False,False,1,True,True,True
43,13,730.0,flat,98.0,True,3,2,Toledo,Seseña,False,35011,False,good,False,False,False,False,2,True,unknown,unknown
44,16,640.0,studio,35.0,True,0,1,Madrid,Madrid,False,7324,False,good,False,False,False,False,1,True,True,True
45,13,530.0,flat,50.0,True,2,1,Toledo,Casarrubios del Monte,False,36223,False,good,False,False,False,False,1,False,unknown,unknown
46,20,750.0,flat,30.0,False,1,1,Madrid,Madrid,False,2133,False,good,False,False,False,False,st,True,unknown,unknown
47,20,750.0,flat,70.0,True,2,1,Madrid,Alcalá de Henares,True,28703,False,good,False,False,False,False,2,True,True,True
48,12,625.0,flat,52.0,True,2,1,Madrid,El Escorial,True,40445,False,good,False,False,False,False,2,False,unknown,unknown
49,9,700.0,studio,40.0,True,0,1,Madrid,Madrid,False,1431,False,good,False,False,False,False,3,True,unknown,unknown
50,28,750.0,studio,40.0,True,0,1,Madrid,Madrid,True,2417,False,good,False,False,False,False,en,True,unknown,unknown
51,18,650.0,flat,35.0,False,1,1,Madrid,Madrid,False,1121,True,good,False,False,False,False,2,True,unknown,unknown
52,24,720.0,flat,70.0,True,3,1,Madrid,Alcalá de Henares,False,29099,False,good,False,False,False,False,2,False,unknown,unknown
53,13,650.0,flat,70.0,True,2,1,Toledo,Calypo Fado,False,35607,False,good,False,False,False,False,1,False,unknown,unknown
54,28,699.0,flat,52.0,True,1,1,Madrid,Madrid,True,7092,False,good,False,False,False,False,3,True,unknown,unknown
55,13,650.0,flat,70.0,True,2,1,Toledo,Calypo Fado,False,36358,False,good,False,False,False,False,1,False,unknown,unknown
56,15,750.0,flat,65.0,True,2,1,Madrid,Leganés,False,13081,False,good,False,False,False,False,unknown,True,True,True
57,10,695.0,flat,65.0,True,2,1,Madrid,Coslada,False,13904,False,good,False,False,False,False,unknown,True,unknown,unknown
58,20,750.0,flat,78.0,True,2,2,Madrid,Torrejón de Ardoz,False,19719,False,good,False,False,False,False,unknown,True,True,True
59,18,620.0,flat,60.0,True,2,1,Madrid,Madrid,False,7981,False,good,False,False,False,False,unknown,False,unknown,unknown
60,13,500.0,studio,28.0,False,0,1,Madrid,Madrid,False,769,False,good,False,False,False,False,1,False,unknown,unknown
61,8,550.0,flat,38.0,True,1,1,Madrid,Leganés,False,10938,False,good,False,False,False,False,unknown,False,unknown,unknown
62,23,750.0,flat,46.0,False,1,1,Madrid,Madrid,False,1476,True,good,False,False,False,False,3,True,unknown,unknown
63,20,680.0,studio,55.0,True,0,1,Madrid,Madrid,False,5097,False,good,False,False,False,False,bj,False,unknown,unknown
64,27,750.0,chalet,130.0,False,4,1,Guadalajara,Marchamalo,False,50833,False,good,False,False,False,False,unknown,unknown,unknown,unknown
65,13,550.0,flat,70.0,True,1,1,Guadalajara,Guadalajara,False,51634,False,good,False,False,False,False,3,True,unknown,unknown
66,22,700.0,flat,50.0,True,1,2,Madrid,Camarma de Esteruelas,False,32052,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
67,13,750.0,duplex,35.0,True,1,1,Madrid,Madrid,False,4047,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
68,28,750.0,flat,66.0,True,2,1,Madrid,Alcorcón,False,13311,True,good,False,False,False,False,1,True,unknown,unknown
69,11,650.0,flat,65.0,True,1,1,Madrid,Alcalá de Henares,False,29440,False,good,False,False,False,False,en,True,unknown,unknown
70,39,720.0,flat,133.0,False,3,2,Madrid,Pinto,False,19453,False,good,False,True,False,True,1,True,True,True
71,17,700.0,flat,230.0,True,4,2,Guadalajara,Pozo de Guadalajara,False,45171,False,good,False,False,False,False,unknown,unknown,unknown,unknown
72,28,600.0,flat,50.0,True,1,1,Madrid,Valdemoro,False,24430,False,good,False,False,False,False,unknown,True,True,True
73,13,650.0,flat,61.0,True,1,1,Madrid,Collado Villalba,False,34886,False,good,False,False,False,False,2,True,True,True
74,11,650.0,flat,65.0,False,2,1,Madrid,Alcorcón,False,11537,False,good,False,False,False,False,3,False,unknown,unknown
75,6,700.0,flat,45.0,True,1,1,Madrid,Madrid,False,12321,False,good,False,False,False,False,3,False,unknown,unknown
76,18,625.0,flat,62.0,True,2,1,Madrid,Getafe,False,11666,False,good,False,False,False,False,bj,False,unknown,unknown
77,12,595.0,flat,45.0,True,1,1,Madrid,Madrid,False,4543,False,good,False,False,False,False,bj,False,unknown,unknown
78,20,650.0,flat,55.0,True,1,1,Madrid,Madrid,False,10495,False,good,False,False,False,False,4,True,True,True
79,27,725.0,flat,50.0,True,1,1,Madrid,Madrid,False,7708,True,good,False,True,False,False,2,True,unknown,unknown
80,13,750.0,flat,95.0,True,3,1,Madrid,Alcalá de Henares,False,28483,False,good,False,False,False,False,8,True,unknown,unknown
81,20,700.0,penthouse,30.0,True,1,1,Madrid,Madrid,True,12049,False,good,False,False,False,True,1,True,unknown,unknown
82,25,700.0,flat,27.0,False,1,1,Madrid,Madrid,False,1391,False,good,False,False,False,False,3,False,unknown,unknown
83,17,650.0,flat,59.0,True,2,1,Madrid,Alcalá de Henares,False,30562,False,good,False,False,False,False,1,True,unknown,unknown
84,9,550.0,flat,40.0,True,1,1,Madrid,Paracuellos de Jarama,False,17750,False,good,False,False,False,False,3,True,unknown,unknown
85,20,650.0,flat,55.0,True,1,1,Madrid,Madrid,False,10296,False,good,False,False,False,False,4,True,True,True
86,20,750.0,flat,65.0,True,2,1,Madrid,Madrid,False,5580,False,good,False,False,False,False,unknown,True,unknown,unknown
87,17,725.0,flat,70.0,True,2,1,Madrid,Madrid,False,4117,False,good,False,False,False,False,unknown,True,unknown,unknown
88,9,700.0,flat,80.0,True,1,1,Madrid,Alcalá de Henares,False,29460,False,good,False,False,False,False,1,False,unknown,unknown
89,7,650.0,flat,40.0,True,1,1,Madrid,Madrid,True,12224,False,good,False,False,False,False,bj,True,unknown,unknown
90,24,695.0,flat,90.0,True,3,1,Madrid,Madrid,False,7729,False,good,False,False,False,False,unknown,False,unknown,unknown
91,13,750.0,flat,55.0,True,1,1,Madrid,Madrid,False,6017,False,good,False,False,False,False,unknown,False,unknown,unknown
92,18,650.0,flat,65.0,True,2,1,Madrid,Madrid,False,7559,False,good,False,False,False,False,unknown,True,unknown,unknown
93,13,666.0,flat,70.0,True,1,2,Madrid,Villanueva del Pardillo,False,24862,False,good,False,False,False,False,1,True,True,True
94,10,750.0,flat,78.0,True,2,2,Madrid,Alcalá de Henares,False,29976,False,good,False,False,False,False,unknown,True,True,True
95,16,630.0,flat,74.0,True,3,1,Madrid,El Molar,False,36483,False,good,False,False,False,False,unknown,True,unknown,unknown
96,18,635.0,studio,55.0,True,0,1,Madrid,Leganés,False,14528,False,good,False,False,False,False,2,True,True,True
97,5,725.0,flat,69.0,True,2,1,Madrid,Collado Villalba,True,35892,True,good,False,False,False,False,1,True,True,True
98,12,740.0,flat,94.0,True,2,1,Guadalajara,Azuqueca de Henares,False,40832,False,good,False,False,False,False,1,True,True,True
99,16,750.0,flat,35.0,False,1,1,Madrid,Madrid,True,859,False,good,False,True,False,False,1,False,unknown,unknown
100,10,690.0,flat,65.0,True,2,1,Madrid,Madrid,True,4724,False,good,False,False,False,False,3,False,unknown,unknown
101,19,700.0,studio,30.0,False,0,1,Madrid,Madrid,True,1041,False,good,False,False,False,False,2,True,unknown,unknown
102,33,730.0,flat,64.0,True,3,1,Madrid,Parla,False,20235,True,good,False,True,False,True,1,False,unknown,unknown
103,19,750.0,flat,51.0,True,1,1,Madrid,Madrid,False,3436,False,good,False,False,False,False,1,True,unknown,unknown
104,16,750.0,flat,48.0,False,1,1,Madrid,Tres Cantos,False,20526,False,good,False,False,False,False,4,True,unknown,unknown
105,13,690.0,flat,35.0,True,1,1,Madrid,Madrid,False,4802,False,good,False,False,False,False,unknown,False,unknown,unknown
106,26,675.0,flat,84.0,True,2,2,Toledo,Seseña,False,31698,False,good,False,False,False,False,2,True,True,True
107,13,750.0,flat,74.0,True,3,1,Madrid,Alcorcón,False,13017,False,good,False,False,False,False,4,True,True,False
108,11,650.0,flat,84.0,True,2,1,Toledo,Yuncos,False,39064,True,good,False,False,False,False,1,True,True,True
109,16,700.0,duplex,35.0,True,1,1,Madrid,Madrid,False,852,False,good,False,False,False,False,bj,False,unknown,unknown
110,20,500.0,duplex,96.0,True,3,2,Toledo,Esquivias,False,35256,True,good,False,False,False,True,1,False,True,True
111,19,600.0,flat,85.0,True,2,1,Toledo,Yuncos,False,39619,False,good,False,False,False,False,bj,True,True,True
112,11,720.0,flat,42.0,True,1,1,Madrid,Madrid,False,8333,False,good,False,True,False,False,4,True,unknown,unknown
113,22,595.0,flat,55.0,True,1,1,Madrid,Quijorna,False,29699,False,good,False,True,False,False,1,False,True,True
114,14,700.0,flat,45.0,False,1,1,Madrid,Madrid,False,1113,False,good,False,False,False,False,1,False,unknown,unknown
115,16,750.0,flat,90.0,True,3,1,Guadalajara,Guadalajara,False,51046,False,good,False,False,False,False,3,True,unknown,unknown
116,6,500.0,flat,45.0,True,1,1,Madrid,Valdemorillo,False,32188,False,good,False,False,False,False,unknown,False,unknown,unknown
117,15,750.0,flat,149.0,True,2,2,Toledo,Illescas,False,31281,False,good,False,False,False,False,bj,False,True,True
118,27,625.0,flat,89.0,True,2,2,Toledo,Seseña,False,31530,False,good,False,True,False,False,3,True,True,True
119,6,700.0,flat,75.0,True,2,1,Madrid,Aranjuez,True,43915,True,good,False,True,False,False,1,False,unknown,unknown
120,7,550.0,flat,100.0,True,3,2,Toledo,Yuncler,False,44665,False,good,False,False,False,False,bj,True,True,True
121,8,675.0,duplex,87.0,True,2,2,Madrid,Miraflores de la Sierra,False,44503,False,good,False,False,False,False,2,False,unknown,unknown
122,10,650.0,flat,45.0,True,1,1,Madrid,Pedrezuela,False,37741,False,good,False,False,False,False,bj,False,True,True
123,4,750.0,studio,55.0,True,0,1,Madrid,Madrid,True,918,False,good,False,True,True,False,2,True,unknown,unknown
124,17,720.0,studio,45.0,True,0,1,Madrid,San Sebastián de los Reyes,True,15433,True,good,False,True,False,True,5,True,unknown,unknown
125,22,624.0,flat,45.0,True,1,1,Madrid,Valdemoro,True,24077,True,newdevelopment,True,True,False,False,unknown,True,True,True
126,22,633.0,flat,45.0,True,1,1,Madrid,Valdemoro,True,24077,True,newdevelopment,True,True,False,False,unknown,True,True,True
127,22,640.0,studio,33.0,True,0,1,Madrid,Madrid,True,11189,False,good,False,True,False,False,2,True,True,False
128,14,645.0,flat,84.0,True,2,2,Madrid,Aranjuez,True,43827,False,good,False,False,False,True,2,True,unknown,unknown
129,12,750.0,flat,46.0,False,1,1,Madrid,Madrid,True,1069,False,good,False,True,False,True,3,False,unknown,unknown
130,16,735.0,studio,35.0,True,0,1,Madrid,Madrid,True,11088,False,good,False,True,False,True,1,True,True,True
131,22,600.0,flat,55.0,True,1,1,Madrid,Daganzo de Arriba,False,25189,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
132,28,750.0,flat,75.0,True,3,1,Madrid,Madrid,False,8286,False,good,False,False,False,False,unknown,False,unknown,unknown
133,1,600.0,penthouse,25.0,True,1,1,Madrid,Madrid,True,183,False,good,False,True,False,True,5,True,unknown,unknown
134,30,705.0,flat,48.0,True,1,1,Madrid,Madrid,True,11472,False,good,False,True,False,False,4,True,True,True
135,27,500.0,flat,90.0,True,3,2,Toledo,Yeles,True,33940,True,good,False,True,False,False,2,False,unknown,unknown
136,35,650.0,flat,62.0,True,2,1,Madrid,Guadarrama,False,43229,True,good,False,True,False,False,3,False,unknown,unknown
137,23,550.0,flat,106.0,True,2,1,Toledo,Ocaña,True,53694,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
138,29,700.0,duplex,61.0,True,2,1,Madrid,Cobeña,False,23917,False,good,False,False,False,False,1,False,unknown,unknown
139,14,650.0,studio,40.0,False,0,1,Madrid,Madrid,False,5088,False,good,False,False,False,False,en,True,unknown,unknown
140,16,700.0,flat,40.0,True,1,1,Madrid,Madrid,False,3076,False,good,False,False,False,False,bj,False,True,True
141,30,730.0,flat,51.0,True,2,1,Madrid,Madrid,False,6767,True,good,False,True,False,True,4,False,unknown,unknown
142,35,750.0,flat,50.0,True,2,1,Madrid,Madrid,False,8331,True,good,False,True,False,True,3,False,unknown,unknown
143,29,680.0,flat,56.0,True,2,1,Madrid,Torrejón de Ardoz,False,19298,True,good,False,True,False,True,3,False,unknown,unknown
144,29,710.0,flat,78.0,True,3,1,Madrid,Parla,False,21617,True,good,False,True,False,True,4,False,unknown,unknown
145,29,720.0,flat,47.0,True,2,1,Madrid,Madrid,False,7088,True,good,False,True,False,True,1,False,unknown,unknown
146,12,750.0,studio,43.0,True,0,1,Madrid,Madrid,False,5332,False,good,False,False,False,False,unknown,True,unknown,unknown
147,39,650.0,flat,81.0,True,2,2,Toledo,Seseña,False,31476,False,good,False,False,False,False,1,True,True,True
148,12,695.0,studio,40.0,True,0,1,Madrid,Madrid,False,12376,False,good,False,False,False,False,unknown,True,True,True
149,32,630.0,flat,54.0,True,1,2,Madrid,El Álamo,False,32432,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
150,42,750.0,flat,90.0,True,3,1,Madrid,Algete,False,26401,False,good,False,False,False,False,unknown,True,unknown,unknown
151,1,730.0,flat,50.0,True,1,1,Madrid,Madrid,False,8717,False,good,False,False,False,False,2,True,True,True
152,24,600.0,flat,90.0,True,3,1,Madrid,Valdemoro,False,25182,False,good,False,False,False,False,unknown,True,unknown,unknown
153,17,650.0,studio,45.0,True,0,1,Madrid,Madrid,True,5656,False,good,False,False,False,False,bj,True,unknown,unknown
154,20,750.0,flat,38.0,False,1,1,Madrid,Madrid,True,470,True,good,False,False,False,False,bj,True,unknown,unknown
155,19,600.0,flat,90.0,False,3,2,Guadalajara,El Casar,False,39369,False,good,False,False,False,False,unknown,unknown,unknown,unknown
156,21,730.0,flat,50.0,True,1,1,Madrid,Rivas-Vaciamadrid,False,16410,False,good,False,False,False,False,unknown,True,True,True
157,31,550.0,flat,90.0,True,3,2,Toledo,Yuncler,False,44602,False,good,False,False,False,False,unknown,False,unknown,unknown
158,48,550.0,penthouse,80.0,True,2,1,Toledo,Yeles,True,33038,True,good,False,True,False,False,2,False,True,True
159,0,735.0,studio,30.0,True,0,1,Madrid,Madrid,True,11188,False,good,False,False,False,True,2,True,True,True
160,29,610.0,flat,72.0,False,1,1,Madrid,Pinto,False,19544,True,good,False,True,False,True,bj,True,True,True
161,33,550.0,flat,70.0,True,2,1,Toledo,Cedillo del Condado,False,38520,False,good,False,False,False,False,unknown,True,True,True
162,20,580.0,chalet,54.0,False,3,2,Madrid,Los Santos de la Humosa,False,39053,False,good,False,False,False,False,unknown,unknown,unknown,unknown
163,16,725.0,flat,50.0,True,1,1,Madrid,Villanueva del Pardillo,True,23787,False,good,False,True,False,False,en,False,unknown,unknown
164,22,750.0,flat,48.0,True,1,1,Madrid,Madrid,False,5085,True,good,False,True,False,False,1,False,unknown,unknown
165,24,750.0,flat,70.0,True,3,1,Madrid,Alcalá de Henares,False,29660,True,good,False,True,False,False,2,False,unknown,unknown
166,16,750.0,flat,49.0,True,1,1,Madrid,Madrid,True,8465,True,good,False,True,False,False,7,True,unknown,unknown
167,28,730.0,flat,60.0,True,3,1,Madrid,Parla,False,20948,True,good,False,True,False,True,3,False,unknown,unknown
168,32,560.0,flat,26.0,False,1,1,Madrid,Madrid,False,625,True,good,False,True,False,True,bj,False,unknown,unknown
169,20,700.0,studio,23.0,True,0,1,Madrid,Madrid,True,1271,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
170,30,750.0,flat,80.0,True,3,1,Madrid,San Fernando de Henares,True,14991,False,good,False,False,False,False,2,True,True,True
171,31,730.0,flat,70.0,True,3,1,Madrid,Pinto,False,18781,True,good,False,True,False,True,3,False,unknown,unknown
172,29,730.0,flat,52.0,True,2,1,Madrid,Madrid,False,8827,True,good,False,True,False,True,4,False,unknown,unknown
173,27,740.0,flat,64.0,True,2,1,Madrid,Madrid,False,8365,True,good,False,True,False,True,3,False,unknown,unknown
174,37,720.0,flat,65.0,True,2,1,Madrid,Madrid,False,7511,True,good,False,True,False,True,2,False,unknown,unknown
175,32,720.0,flat,63.0,True,2,1,Madrid,Torrejón de Ardoz,False,19731,True,good,False,True,False,True,2,False,unknown,unknown
176,33,740.0,flat,54.0,True,2,1,Madrid,Madrid,False,6636,True,good,False,True,False,True,1,True,unknown,unknown
177,30,720.0,flat,52.0,True,2,1,Madrid,Getafe,False,12695,True,good,False,True,False,True,3,False,unknown,unknown
178,43,730.0,flat,45.0,True,2,1,Madrid,Madrid,False,4385,True,good,False,True,False,True,3,False,unknown,unknown
179,7,600.0,duplex,80.0,False,1,1,Madrid,Madrid,False,7223,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
180,8,600.0,duplex,80.0,False,1,1,Madrid,Madrid,False,7141,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
181,20,725.0,duplex,71.0,True,2,1,Madrid,Cobeña,False,23158,False,good,False,False,False,False,1,False,True,True
182,31,675.0,flat,76.0,True,3,1,Madrid,Aldea del Fresno,False,43485,True,good,False,True,False,True,2,False,True,True
183,21,750.0,flat,54.0,True,1,1,Madrid,San Sebastián de los Reyes,True,15834,False,good,False,False,False,False,3,True,True,True
184,20,750.0,duplex,79.0,True,2,2,Madrid,Collado Villalba,False,34697,False,good,False,False,False,False,1,False,unknown,unknown
185,33,700.0,flat,54.0,True,1,1,Madrid,Madrid,False,3354,False,good,False,False,False,False,2,True,unknown,unknown
186,33,750.0,flat,54.0,True,2,1,Madrid,Madrid,False,8322,True,good,False,True,False,True,3,False,unknown,unknown
187,31,730.0,flat,48.0,True,2,1,Madrid,Madrid,False,6997,True,good,False,True,False,True,3,False,unknown,unknown
188,39,650.0,flat,61.0,True,2,1,Madrid,Alcalá de Henares,False,28605,True,good,False,True,False,True,4,False,unknown,unknown
189,34,730.0,flat,63.0,True,2,1,Madrid,Madrid,False,7893,True,good,False,True,False,True,1,False,unknown,unknown
190,33,720.0,flat,50.0,True,2,1,Madrid,Madrid,False,7041,True,good,False,True,False,True,2,False,unknown,unknown
191,31,720.0,flat,51.0,True,2,1,Madrid,Madrid,False,6973,True,good,False,True,False,True,1,False,unknown,unknown
192,30,750.0,flat,47.0,True,2,1,Madrid,Madrid,False,4538,True,good,False,True,False,True,1,False,unknown,unknown
193,30,730.0,flat,50.0,True,2,1,Madrid,Madrid,False,7411,True,good,False,True,False,True,3,False,unknown,unknown
194,23,730.0,flat,40.0,True,2,1,Madrid,Madrid,False,4201,True,good,False,True,False,True,2,False,unknown,unknown
195,32,670.0,flat,67.0,True,2,1,Madrid,Valdemoro,False,25100,True,good,False,True,False,True,1,True,unknown,unknown
196,31,740.0,flat,52.0,True,2,1,Madrid,Madrid,False,4862,True,good,False,True,False,True,3,False,unknown,unknown
197,30,720.0,flat,69.0,True,2,1,Madrid,Alcalá de Henares,False,29084,True,good,False,True,False,True,1,True,unknown,unknown
198,30,750.0,flat,59.0,True,2,1,Madrid,Madrid,False,8400,True,good,False,True,False,True,4,False,unknown,unknown
199,33,740.0,flat,45.0,True,2,1,Madrid,Madrid,False,7720,True,good,False,True,False,True,3,False,unknown,unknown
200,31,740.0,flat,60.0,True,2,1,Madrid,Madrid,False,6670,True,good,False,True,False,True,1,True,unknown,unknown
201,10,730.0,studio,45.0,False,0,1,Madrid,Madrid,False,854,False,good,False,False,False,False,unknown,True,unknown,unknown
202,13,620.0,flat,75.0,True,3,1,Madrid,Parla,False,21044,False,good,False,False,False,False,unknown,True,unknown,unknown
203,16,695.0,flat,67.0,True,2,1,Madrid,Fuenlabrada,False,16111,False,good,False,False,False,False,unknown,False,unknown,unknown
204,17,650.0,flat,95.0,True,3,1,Madrid,Navalcarnero,False,29884,False,good,False,False,False,False,unknown,True,unknown,unknown
205,11,675.0,flat,68.0,True,2,1,Madrid,Alcalá de Henares,False,30461,False,good,False,False,False,False,unknown,True,unknown,unknown
206,20,695.0,flat,65.0,True,2,1,Madrid,Madrid,False,8484,False,good,False,False,False,False,unknown,False,unknown,unknown
207,12,750.0,flat,111.0,True,2,2,Madrid,Parla,False,20583,False,good,False,False,False,False,6,True,unknown,unknown
208,16,675.0,flat,35.0,False,1,1,Madrid,Madrid,True,1016,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
209,28,730.0,flat,60.0,False,3,1,Madrid,Parla,False,20756,False,good,False,True,False,True,3,False,unknown,unknown
210,21,690.0,flat,85.0,True,2,1,Madrid,Parla,False,20804,False,good,False,False,False,False,unknown,True,unknown,unknown
211,14,750.0,flat,45.0,False,1,1,Madrid,Madrid,True,5089,False,good,False,True,False,False,bj,False,unknown,unknown
212,44,650.0,flat,87.0,True,2,2,Toledo,Seseña,False,32197,False,good,False,True,False,False,3,True,True,True
213,21,600.0,studio,32.0,True,0,1,Madrid,Madrid,True,6325,False,good,False,False,False,False,1,True,unknown,unknown
214,16,450.0,flat,60.0,True,1,1,Toledo,Yeles,True,33898,True,good,False,True,False,False,1,True,unknown,unknown
215,28,723.0,studio,25.0,True,0,1,Madrid,Rivas-Vaciamadrid,True,16775,True,newdevelopment,True,True,False,False,unknown,True,True,True
216,32,620.0,flat,87.0,True,2,2,Toledo,Seseña,False,31323,False,good,False,True,False,False,1,True,True,True
217,19,400.0,flat,55.0,True,1,1,Toledo,Yeles,True,33991,True,good,False,True,False,False,1,True,unknown,unknown
218,28,500.0,flat,115.0,True,3,2,Toledo,Fuensalida,False,59095,True,good,False,False,False,False,2,True,True,True
219,30,650.0,flat,95.0,True,2,2,Toledo,Seseña,False,32207,False,good,False,False,False,False,4,True,True,True
220,29,725.0,flat,50.0,True,1,1,Madrid,Madrid,True,10503,False,good,False,True,False,False,1,True,True,True
221,16,750.0,flat,67.0,True,3,1,Madrid,Getafe,False,11657,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
222,16,600.0,flat,45.0,True,2,1,Madrid,Mataelpino,False,41003,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
223,42,750.0,flat,70.0,True,3,1,Madrid,San Fernando de Henares,False,14642,False,good,False,False,False,False,2,False,unknown,unknown
224,6,450.0,penthouse,60.0,True,1,1,Madrid,Villa del Prado,False,53238,False,good,False,False,False,False,unknown,False,unknown,unknown
225,28,550.0,flat,105.0,True,3,1,Toledo,El Viso de San Juan,False,35598,False,good,False,False,False,False,2,False,True,True
226,27,720.0,flat,54.0,True,1,1,Madrid,Madrid,False,3296,True,good,False,True,False,True,bj,False,unknown,unknown
227,8,550.0,penthouse,75.0,True,2,2,Madrid,Villa del Prado,False,53247,False,good,False,False,False,False,unknown,False,unknown,unknown
228,30,720.0,flat,49.0,False,3,1,Madrid,Madrid,False,8411,True,good,False,True,False,True,3,False,unknown,unknown
229,38,740.0,flat,65.0,True,3,1,Madrid,Madrid,False,8443,False,good,False,False,False,False,1,True,unknown,unknown
230,72,660.0,flat,155.0,False,3,2,Madrid,Aranjuez,False,41119,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
231,26,720.0,flat,56.0,False,2,1,Madrid,Madrid,False,6691,True,good,False,True,False,True,4,False,unknown,unknown
232,22,650.0,flat,31.0,False,1,1,Madrid,Madrid,False,1207,False,good,False,False,False,False,3,False,unknown,unknown
233,28,650.0,flat,96.0,True,2,1,Madrid,Aranjuez,False,43953,True,good,False,True,False,True,3,False,unknown,unknown
234,29,660.0,flat,168.0,False,4,2,Madrid,Aranjuez,False,41221,True,good,False,True,False,True,3,True,True,True
235,19,690.0,flat,64.0,True,2,1,Madrid,Alcalá de Henares,False,30634,False,good,False,False,False,False,bj,False,unknown,unknown
236,24,750.0,studio,25.0,True,0,1,Madrid,Madrid,False,3177,False,good,False,True,False,False,5,True,unknown,unknown
237,45,750.0,chalet,216.0,False,3,2,Toledo,Mocejón,False,56881,False,good,False,False,False,False,unknown,unknown,True,True
238,29,725.0,flat,45.0,True,1,1,Madrid,Madrid,True,10508,False,good,False,True,False,False,2,True,True,True
239,31,620.0,flat,85.0,False,1,1,Madrid,Pinto,False,19767,True,good,False,True,False,True,bj,True,True,True
240,25,590.0,flat,52.0,True,1,1,Madrid,Los Molinos,False,44526,False,good,False,False,False,False,bj,False,unknown,unknown
241,15,750.0,penthouse,80.0,True,0,1,Madrid,Tres Cantos,False,20818,False,good,False,False,False,False,1,True,True,True
242,24,720.0,studio,36.0,True,0,1,Madrid,Madrid,False,5975,False,good,False,False,False,True,2,True,True,True
